year,month,date,island_Anacapa,island_Isthmus,island_San Miguel,island_Santa Barbara,island_Santa Cruz,island_Santa Rosa,total_island_visitors,mainland_visitor_center,santa_barbara_outdoor_vc,total_visitor_centers,concessioner_total,original_NPS_TRV,total_islands_and_visitor_centers,difference_from_NPS,total_with_concessioners,difference_with_concessioners
1979,1,1979-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2732,NA,NA,NA,NA
1979,2,1979-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121,NA,NA,NA,NA
1979,3,1979-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4774,NA,NA,NA,NA
1979,4,1979-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5157,NA,NA,NA,NA
1979,5,1979-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5805,NA,NA,NA,NA
1979,6,1979-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6060,NA,NA,NA,NA
1979,7,1979-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12639,NA,NA,NA,NA
1979,8,1979-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15717,NA,NA,NA,NA
1979,9,1979-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12187,NA,NA,NA,NA
1979,10,1979-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6352,NA,NA,NA,NA
1979,11,1979-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4087,NA,NA,NA,NA
1979,12,1979-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4306,NA,NA,NA,NA
1980,1,1980-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4418,NA,NA,NA,NA
1980,2,1980-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2918,NA,NA,NA,NA
1980,3,1980-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8054,NA,NA,NA,NA
1980,4,1980-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8097,NA,NA,NA,NA
1980,5,1980-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7760,NA,NA,NA,NA
1980,6,1980-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13674,NA,NA,NA,NA
1980,7,1980-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16783,NA,NA,NA,NA
1980,8,1980-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19790,NA,NA,NA,NA
1980,9,1980-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10025,NA,NA,NA,NA
1980,10,1980-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4612,NA,NA,NA,NA
1980,11,1980-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4919,NA,NA,NA,NA
1980,12,1980-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3524,NA,NA,NA,NA
1981,1,1981-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2815,NA,NA,NA,NA
1981,2,1981-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5645,NA,NA,NA,NA
1981,3,1981-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5603,NA,NA,NA,NA
1981,4,1981-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5247,NA,NA,NA,NA
1981,5,1981-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9070,NA,NA,NA,NA
1981,6,1981-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7723,NA,NA,NA,NA
1981,7,1981-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12086,NA,NA,NA,NA
1981,8,1981-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13813,NA,NA,NA,NA
1981,9,1981-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10969,NA,NA,NA,NA
1981,10,1981-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5979,NA,NA,NA,NA
1981,11,1981-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4479,NA,NA,NA,NA
1981,12,1981-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4085,NA,NA,NA,NA
1982,1,1982-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5451,NA,NA,NA,NA
1982,2,1982-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13275,NA,NA,NA,NA
1982,3,1982-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10530,NA,NA,NA,NA
1982,4,1982-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11280,NA,NA,NA,NA
1982,5,1982-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16845,NA,NA,NA,NA
1982,6,1982-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14760,NA,NA,NA,NA
1982,7,1982-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25454,NA,NA,NA,NA
1982,8,1982-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26972,NA,NA,NA,NA
1982,9,1982-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15384,NA,NA,NA,NA
1982,10,1982-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11059,NA,NA,NA,NA
1982,11,1982-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12296,NA,NA,NA,NA
1982,12,1982-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8981,NA,NA,NA,NA
1983,1,1983-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13809,NA,NA,NA,NA
1983,2,1983-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14821,NA,NA,NA,NA
1983,3,1983-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15833,NA,NA,NA,NA
1983,4,1983-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14327,NA,NA,NA,NA
1983,5,1983-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18302,NA,NA,NA,NA
1983,6,1983-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20790,NA,NA,NA,NA
1983,7,1983-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30820,NA,NA,NA,NA
1983,8,1983-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26192,NA,NA,NA,NA
1983,9,1983-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16808,NA,NA,NA,NA
1983,10,1983-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12363,NA,NA,NA,NA
1983,11,1983-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12325,NA,NA,NA,NA
1983,12,1983-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8634,NA,NA,NA,NA
1984,1,1984-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11177,NA,NA,NA,NA
1984,2,1984-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14573,NA,NA,NA,NA
1984,3,1984-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14608,NA,NA,NA,NA
1984,4,1984-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15305,NA,NA,NA,NA
1984,5,1984-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18535,NA,NA,NA,NA
1984,6,1984-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18745,NA,NA,NA,NA
1984,7,1984-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25778,NA,NA,NA,NA
1984,8,1984-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26956,NA,NA,NA,NA
1984,9,1984-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18004,NA,NA,NA,NA
1984,10,1984-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14373,NA,NA,NA,NA
1984,11,1984-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13643,NA,NA,NA,NA
1984,12,1984-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11714,NA,NA,NA,NA
1985,1,1985-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12865,NA,NA,NA,NA
1985,2,1985-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9540,NA,NA,NA,NA
1985,3,1985-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10967,NA,NA,NA,NA
1985,4,1985-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10239,NA,NA,NA,NA
1985,5,1985-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11897,NA,NA,NA,NA
1985,6,1985-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12164,NA,NA,NA,NA
1985,7,1985-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19922,NA,NA,NA,NA
1985,8,1985-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24101,NA,NA,NA,NA
1985,9,1985-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20473,NA,NA,NA,NA
1985,10,1985-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10875,NA,NA,NA,NA
1985,11,1985-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10838,NA,NA,NA,NA
1985,12,1985-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10251,NA,NA,NA,NA
1986,1,1986-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15061,NA,NA,NA,NA
1986,2,1986-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7302,NA,NA,NA,NA
1986,3,1986-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9925,NA,NA,NA,NA
1986,4,1986-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11514,NA,NA,NA,NA
1986,5,1986-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12594,NA,NA,NA,NA
1986,6,1986-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14210,NA,NA,NA,NA
1986,7,1986-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21062,NA,NA,NA,NA
1986,8,1986-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24173,NA,NA,NA,NA
1986,9,1986-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16955,NA,NA,NA,NA
1986,10,1986-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17818,NA,NA,NA,NA
1986,11,1986-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13439,NA,NA,NA,NA
1986,12,1986-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8860,NA,NA,NA,NA
1987,1,1987-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13326,NA,NA,NA,NA
1987,2,1987-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9744,NA,NA,NA,NA
1987,3,1987-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8095,NA,NA,NA,NA
1987,4,1987-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9472,NA,NA,NA,NA
1987,5,1987-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19363,NA,NA,NA,NA
1987,6,1987-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12986,NA,NA,NA,NA
1987,7,1987-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17344,NA,NA,NA,NA
1987,8,1987-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24419,NA,NA,NA,NA
1987,9,1987-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19533,NA,NA,NA,NA
1987,10,1987-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15094,NA,NA,NA,NA
1987,11,1987-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13844,NA,NA,NA,NA
1987,12,1987-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11387,NA,NA,NA,NA
1988,1,1988-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14484,NA,NA,NA,NA
1988,2,1988-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10178,NA,NA,NA,NA
1988,3,1988-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12457,NA,NA,NA,NA
1988,4,1988-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11288,NA,NA,NA,NA
1988,5,1988-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13900,NA,NA,NA,NA
1988,6,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10947,NA,NA,NA,NA
1988,7,1988-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19317,NA,NA,NA,NA
1988,8,1988-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21977,NA,NA,NA,NA
1988,9,1988-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19041,NA,NA,NA,NA
1988,10,1988-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13984,NA,NA,NA,NA
1988,11,1988-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11321,NA,NA,NA,NA
1988,12,1988-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9698,NA,NA,NA,NA
1989,1,1989-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13244,NA,NA,NA,NA
1989,2,1989-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9172,NA,NA,NA,NA
1989,3,1989-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10289,NA,NA,NA,NA
1989,4,1989-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10542,NA,NA,NA,NA
1989,5,1989-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12249,NA,NA,NA,NA
1989,6,1989-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11313,NA,NA,NA,NA
1989,7,1989-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19689,NA,NA,NA,NA
1989,8,1989-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17787,NA,NA,NA,NA
1989,9,1989-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16051,NA,NA,NA,NA
1989,10,1989-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12604,NA,NA,NA,NA
1989,11,1989-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10953,NA,NA,NA,NA
1989,12,1989-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8769,NA,NA,NA,NA
1990,1,1990-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11640,NA,NA,NA,NA
1990,2,1990-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7101,NA,NA,NA,NA
1990,3,1990-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8183,NA,NA,NA,NA
1990,4,1990-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11908,NA,NA,NA,NA
1990,5,1990-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9579,NA,NA,NA,NA
1990,6,1990-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10708,NA,NA,NA,NA
1990,7,1990-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16876,NA,NA,NA,NA
1990,8,1990-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22035,NA,NA,NA,NA
1990,9,1990-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6852,NA,NA,NA,NA
1990,10,1990-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15878,NA,NA,NA,NA
1990,11,1990-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13385,NA,NA,NA,NA
1990,12,1990-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9938,NA,NA,NA,NA
1991,1,1991-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12309,NA,NA,NA,NA
1991,2,1991-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6946,NA,NA,NA,NA
1991,3,1991-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9252,NA,NA,NA,NA
1991,4,1991-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9250,NA,NA,NA,NA
1991,5,1991-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15562,NA,NA,NA,NA
1991,6,1991-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9646,NA,NA,NA,NA
1991,7,1991-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15962,NA,NA,NA,NA
1991,8,1991-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19651,NA,NA,NA,NA
1991,9,1991-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16067,NA,NA,NA,NA
1991,10,1991-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14059,NA,NA,NA,NA
1991,11,1991-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11377,NA,NA,NA,NA
1991,12,1991-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9182,NA,NA,NA,NA
