year,month,island,Rec Visitors Ashore,Overnight Stays,Rec Overnight Boats,Rec Visitors on Boats,date
2014,10,Santa Barbara,0,0,NA,NA,2014-10-01
2014,10,San Miguel,0,0,NA,NA,2014-10-01
2014,10,Santa Cruz,4522,1331,NA,NA,2014-10-01
2014,10,Isthmus,284,0,NA,NA,2014-10-01
2014,10,Santa Rosa,434,0,NA,NA,2014-10-01
2014,11,Anacapa,705,0,NA,NA,2014-11-01
2014,11,Santa Barbara,0,0,NA,NA,2014-11-01
2014,11,San Miguel,0,0,NA,NA,2014-11-01
2014,11,Santa Cruz,3235,795,NA,NA,2014-11-01
2014,11,Isthmus,591,0,NA,NA,2014-11-01
2014,11,Santa Rosa,130,23,NA,NA,2014-11-01
2014,12,Anacapa,284,0,NA,NA,2014-12-01
2014,12,Santa Barbara,3,0,NA,NA,2014-12-01
2014,12,San Miguel,0,0,NA,NA,2014-12-01
2014,12,Santa Cruz,1453,515,NA,NA,2014-12-01
2014,12,Isthmus,472,0,NA,NA,2014-12-01
2014,12,Santa Rosa,42,0,NA,NA,2014-12-01
2015,1,Anacapa,122,0,NA,NA,2015-01-01
2015,1,Santa Barbara,7,0,NA,NA,2015-01-01
2015,1,San Miguel,0,0,NA,NA,2015-01-01
2015,1,Santa Cruz,1898,304,NA,NA,2015-01-01
2015,1,Isthmus,440,114,NA,NA,2015-01-01
2015,1,Santa Rosa,27,0,NA,NA,2015-01-01
2015,2,Anacapa,720,0,NA,NA,2015-02-01
2015,2,Santa Barbara,2,0,NA,NA,2015-02-01
2015,2,San Miguel,5,0,NA,NA,2015-02-01
2015,2,Santa Cruz,2270,326,NA,NA,2015-02-01
2015,2,Isthmus,493,0,NA,NA,2015-02-01
2015,2,Santa Rosa,54,0,NA,NA,2015-02-01
2015,3,Anacapa,1125,0,NA,NA,2015-03-01
2015,3,Santa Barbara,18,0,NA,NA,2015-03-01
2015,3,San Miguel,0,0,NA,NA,2015-03-01
2015,3,Santa Cruz,4869,1601,NA,NA,2015-03-01
2015,3,Isthmus,569,0,NA,NA,2015-03-01
2015,3,Santa Rosa,97,20,NA,NA,2015-03-01
2015,4,Anacapa,606,0,NA,NA,2015-04-01
2015,4,Santa Barbara,25,0,NA,NA,2015-04-01
2015,4,San Miguel,0,0,NA,NA,2015-04-01
2015,4,Santa Cruz,4514,1423,NA,NA,2015-04-01
2015,4,Isthmus,429,0,NA,NA,2015-04-01
2015,4,Santa Rosa,437,115,NA,NA,2015-04-01
2015,5,Anacapa,1614,161,NA,NA,2015-05-01
2015,5,Santa Barbara,78,75,NA,NA,2015-05-01
2015,5,San Miguel,0,0,NA,NA,2015-05-01
2015,5,Santa Cruz,7203,1827,NA,NA,2015-05-01
2015,5,Isthmus,695,0,NA,NA,2015-05-01
2015,5,Santa Rosa,466,197,NA,NA,2015-05-01
2015,6,Anacapa,1082,62,NA,NA,2015-06-01
2015,6,Santa Barbara,51,15,NA,NA,2015-06-01
2015,6,San Miguel,0,0,NA,NA,2015-06-01
2015,6,Santa Cruz,9231,2571,NA,NA,2015-06-01
2015,6,Isthmus,370,8,NA,NA,2015-06-01
2015,6,Santa Rosa,578,298,NA,NA,2015-06-01
2015,7,Anacapa,869,98,NA,NA,2015-07-01
2015,7,Santa Barbara,132,64,NA,NA,2015-07-01
2015,7,San Miguel,0,0,NA,NA,2015-07-01
2015,7,Santa Cruz,11523,3582,NA,NA,2015-07-01
2015,7,Isthmus,582,0,NA,NA,2015-07-01
2015,7,Santa Rosa,735,419,NA,NA,2015-07-01
2015,8,Anacapa,960,55,NA,NA,2015-08-01
2015,8,Santa Barbara,50,12,NA,NA,2015-08-01
2015,8,San Miguel,0,0,NA,NA,2015-08-01
2015,8,Santa Cruz,10073,2661,NA,NA,2015-08-01
2015,8,Isthmus,592,2,NA,NA,2015-08-01
2015,8,Santa Rosa,745,510,NA,NA,2015-08-01
2015,9,Anacapa,537,39,NA,NA,2015-09-01
2015,9,Santa Barbara,196,90,NA,NA,2015-09-01
2015,9,San Miguel,0,0,NA,NA,2015-09-01
2015,9,Santa Cruz,4491,3408,NA,NA,2015-09-01
2015,9,Isthmus,650,4,NA,NA,2015-09-01
2015,9,Santa Rosa,446,325,NA,NA,2015-09-01
2015,10,Anacapa,442,30,NA,NA,2015-10-01
2015,10,Santa Barbara,74,35,NA,NA,2015-10-01
2015,10,San Miguel,0,0,NA,NA,2015-10-01
2015,10,Santa Cruz,5529,1771,NA,NA,2015-10-01
2015,10,Isthmus,688,6,NA,NA,2015-10-01
2015,10,Santa Rosa,398,136,NA,NA,2015-10-01
2015,11,Anacapa,283,13,NA,NA,2015-11-01
2015,11,Santa Barbara,13,15,NA,NA,2015-11-01
2015,11,San Miguel,0,0,NA,NA,2015-11-01
2015,11,Santa Cruz,2738,822,NA,NA,2015-11-01
2015,11,Isthmus,539,0,NA,NA,2015-11-01
2015,11,Santa Rosa,157,23,NA,NA,2015-11-01
2015,12,Anacapa,134,0,NA,NA,2015-12-01
2015,12,Santa Barbara,6,0,NA,NA,2015-12-01
2015,12,San Miguel,0,0,NA,NA,2015-12-01
2015,12,Santa Cruz,1031,221,NA,NA,2015-12-01
2015,12,Isthmus,815,0,NA,NA,2015-12-01
2015,12,Santa Rosa,42,2,NA,NA,2015-12-01
2016,1,Anacapa,172,3,NA,NA,2016-01-01
2016,1,Santa Barbara,0,0,NA,NA,2016-01-01
2016,1,San Miguel,0,0,NA,NA,2016-01-01
2016,1,Santa Cruz,518,274,NA,NA,2016-01-01
2016,1,Isthmus,286,23,NA,NA,2016-01-01
2016,1,Santa Rosa,27,2,NA,NA,2016-01-01
2016,2,Anacapa,524,16,NA,NA,2016-02-01
2016,2,Santa Barbara,0,0,NA,NA,2016-02-01
2016,2,San Miguel,0,0,NA,NA,2016-02-01
2016,2,Santa Cruz,1630,581,NA,NA,2016-02-01
2016,2,Isthmus,1035,0,NA,NA,2016-02-01
2016,2,Santa Rosa,54,5,NA,NA,2016-02-01
2016,3,Anacapa,585,33,NA,NA,2016-03-01
2016,3,Santa Barbara,0,0,NA,NA,2016-03-01
2016,3,San Miguel,0,0,NA,NA,2016-03-01
2016,3,Santa Cruz,2239,1078,NA,NA,2016-03-01
2016,3,Isthmus,1816,31,NA,NA,2016-03-01
2016,3,Santa Rosa,184,12,NA,NA,2016-03-01
2016,4,Anacapa,661,15,NA,NA,2016-04-01
2016,4,Santa Barbara,0,0,NA,NA,2016-04-01
2016,4,San Miguel,0,0,NA,NA,2016-04-01
2016,4,Santa Cruz,3461,1106,NA,NA,2016-04-01
2016,4,Isthmus,1226,2,NA,NA,2016-04-01
2016,4,Santa Rosa,599,92,NA,NA,2016-04-01
2016,5,Anacapa,1629,29,NA,NA,2016-05-01
2016,5,Santa Barbara,0,0,NA,NA,2016-05-01
2016,5,San Miguel,19,0,NA,NA,2016-05-01
2016,5,Santa Cruz,4297,2336,NA,NA,2016-05-01
2016,5,Isthmus,1532,0,NA,NA,2016-05-01
2016,5,Santa Rosa,504,207,NA,NA,2016-05-01
2016,6,Anacapa,863,33,NA,NA,2016-06-01
2016,6,Santa Barbara,0,0,NA,NA,2016-06-01
2016,6,San Miguel,85,15,NA,NA,2016-06-01
2016,6,Santa Cruz,8036,2895,NA,NA,2016-06-01
2016,6,Isthmus,1851,2,NA,NA,2016-06-01
2016,6,Santa Rosa,470,324,NA,NA,2016-06-01
2016,7,Anacapa,1151,82,NA,NA,2016-07-01
2016,7,Santa Barbara,0,0,NA,NA,2016-07-01
2016,7,San Miguel,78,0,NA,NA,2016-07-01
2016,7,Santa Cruz,10386,3183,NA,NA,2016-07-01
2016,7,Isthmus,1150,0,NA,NA,2016-07-01
2016,7,Santa Rosa,667,455,NA,NA,2016-07-01
2016,8,Anacapa,1169,46,NA,NA,2016-08-01
2016,8,Santa Barbara,0,0,NA,NA,2016-08-01
2016,8,San Miguel,70,15,NA,NA,2016-08-01
2016,8,Santa Cruz,11431,3535,NA,NA,2016-08-01
2016,8,Isthmus,657,0,NA,NA,2016-08-01
2016,8,Santa Rosa,945,558,NA,NA,2016-08-01
2016,9,Anacapa,609,67,NA,NA,2016-09-01
2016,9,Santa Barbara,0,0,NA,NA,2016-09-01
2016,9,San Miguel,164,2,NA,NA,2016-09-01
2016,9,Santa Cruz,8416,2944,NA,NA,2016-09-01
2016,9,Isthmus,5025,1,NA,NA,2016-09-01
2016,9,Santa Rosa,583,351,NA,NA,2016-09-01
2016,10,Anacapa,130,12,NA,NA,2016-10-01
2016,10,Santa Barbara,0,0,NA,NA,2016-10-01
2016,10,San Miguel,43,6,NA,NA,2016-10-01
2016,10,Santa Cruz,5487,1163,NA,NA,2016-10-01
2016,10,Isthmus,1376,1,NA,NA,2016-10-01
2016,10,Santa Rosa,400,144,NA,NA,2016-10-01
2016,11,Anacapa,106,3,NA,NA,2016-11-01
2016,11,Santa Barbara,0,0,NA,NA,2016-11-01
2016,11,San Miguel,18,0,NA,NA,2016-11-01
2016,11,Santa Cruz,2862,737,NA,NA,2016-11-01
2016,11,Isthmus,1015,0,NA,NA,2016-11-01
2016,11,Santa Rosa,129,27,NA,NA,2016-11-01
2016,12,Anacapa,262,0,NA,NA,2016-12-01
2016,12,Santa Barbara,0,0,NA,NA,2016-12-01
2016,12,San Miguel,18,1,NA,NA,2016-12-01
2016,12,Santa Cruz,2461,496,NA,NA,2016-12-01
2016,12,Isthmus,623,0,NA,NA,2016-12-01
2016,12,Santa Rosa,47,2,NA,NA,2016-12-01
2017,1,Anacapa,102,2,NA,NA,2017-01-01
2017,1,Santa Barbara,0,0,NA,NA,2017-01-01
2017,1,San Miguel,12,0,NA,NA,2017-01-01
2017,1,Santa Cruz,1515,293,NA,NA,2017-01-01
2017,1,Isthmus,265,27,NA,NA,2017-01-01
2017,1,Santa Rosa,74,3,NA,NA,2017-01-01
2017,2,Anacapa,261,3,NA,NA,2017-02-01
2017,2,Santa Barbara,0,0,NA,NA,2017-02-01
2017,2,San Miguel,3,0,NA,NA,2017-02-01
2017,2,Santa Cruz,1683,217,NA,NA,2017-02-01
2017,2,Isthmus,163,0,NA,NA,2017-02-01
2017,2,Santa Rosa,64,6,NA,NA,2017-02-01
2017,3,Anacapa,583,17,NA,NA,2017-03-01
2017,3,Santa Barbara,0,0,NA,NA,2017-03-01
2017,3,San Miguel,2,0,NA,NA,2017-03-01
2017,3,Santa Cruz,4525,1100,NA,NA,2017-03-01
2017,3,Isthmus,844,37,NA,NA,2017-03-01
2017,3,Santa Rosa,653,192,NA,NA,2017-03-01
2017,4,Anacapa,522,16,NA,NA,2017-04-01
2017,4,Santa Barbara,0,0,NA,NA,2017-04-01
2017,4,San Miguel,0,0,NA,NA,2017-04-01
2017,4,Santa Cruz,5600,1322,NA,NA,2017-04-01
2017,4,Isthmus,989,2,NA,NA,2017-04-01
2017,4,Santa Rosa,1637,437,NA,NA,2017-04-01
2017,5,Anacapa,1273,69,NA,NA,2017-05-01
2017,5,Santa Barbara,0,0,NA,NA,2017-05-01
2017,5,San Miguel,51,0,NA,NA,2017-05-01
2017,5,Santa Cruz,7111,2325,NA,NA,2017-05-01
2017,5,Isthmus,834,0,NA,NA,2017-05-01
2017,5,Santa Rosa,1221,353,NA,NA,2017-05-01
2017,6,Anacapa,831,87,NA,NA,2017-06-01
2017,6,Santa Barbara,0,0,NA,NA,2017-06-01
2017,6,San Miguel,43,0,NA,NA,2017-06-01
2017,6,Santa Cruz,9681,2584,NA,NA,2017-06-01
2017,6,Isthmus,810,2,NA,NA,2017-06-01
2017,6,Santa Rosa,1218,380,NA,NA,2017-06-01
2017,7,Anacapa,992,62,NA,NA,2017-07-01
2017,7,Santa Barbara,0,0,NA,NA,2017-07-01
2017,7,San Miguel,292,172,NA,NA,2017-07-01
2017,7,Santa Cruz,11325,2807,NA,NA,2017-07-01
2017,7,Isthmus,819,0,NA,NA,2017-07-01
2017,7,Santa Rosa,1579,688,NA,NA,2017-07-01
2017,8,Anacapa,909,16,NA,NA,2017-08-01
2017,8,Santa Barbara,0,0,NA,NA,2017-08-01
2017,8,San Miguel,235,42,NA,NA,2017-08-01
2017,8,Santa Cruz,8682,2388,NA,NA,2017-08-01
2017,8,Isthmus,726,0,NA,NA,2017-08-01
2017,8,Santa Rosa,1463,661,NA,NA,2017-08-01
2017,9,Anacapa,703,38,NA,NA,2017-09-01
2017,9,Santa Barbara,0,0,NA,NA,2017-09-01
2017,9,San Miguel,194,60,NA,NA,2017-09-01
2017,9,Santa Cruz,7572,2584,NA,NA,2017-09-01
2017,9,Isthmus,637,0,NA,NA,2017-09-01
2017,9,Santa Rosa,1347,507,NA,NA,2017-09-01
2017,10,Anacapa,540,9,NA,NA,2017-10-01
2017,10,Santa Barbara,0,0,NA,NA,2017-10-01
2017,10,San Miguel,279,58,NA,NA,2017-10-01
2017,10,Santa Cruz,4089,1481,NA,NA,2017-10-01
2017,10,Isthmus,606,1,NA,NA,2017-10-01
2017,10,Santa Rosa,1404,536,NA,NA,2017-10-01
2017,11,Anacapa,487,3,NA,NA,2017-11-01
2017,11,Santa Barbara,0,0,NA,NA,2017-11-01
2017,11,San Miguel,33,0,NA,NA,2017-11-01
2017,11,Santa Cruz,3555,750,NA,NA,2017-11-01
2017,11,Isthmus,706,0,NA,NA,2017-11-01
2017,11,Santa Rosa,380,266,NA,NA,2017-11-01
2017,12,Anacapa,347,0,NA,NA,2017-12-01
2017,12,Santa Barbara,4,0,NA,NA,2017-12-01
2017,12,San Miguel,11,0,NA,NA,2017-12-01
2017,12,Santa Cruz,2533,398,NA,NA,2017-12-01
2017,12,Isthmus,324,0,NA,NA,2017-12-01
2017,12,Santa Rosa,49,2,NA,NA,2017-12-01
2018,1,Anacapa,118,1,NA,NA,2018-01-01
2018,1,Santa Barbara,6,0,NA,NA,2018-01-01
2018,1,San Miguel,15,0,NA,NA,2018-01-01
2018,1,Santa Cruz,1827,280,NA,NA,2018-01-01
2018,1,Isthmus,153,33,NA,NA,2018-01-01
2018,1,Santa Rosa,41,3,NA,NA,2018-01-01
2018,2,Anacapa,397,4,NA,NA,2018-02-01
2018,2,Santa Barbara,0,0,NA,NA,2018-02-01
2018,2,San Miguel,6,0,NA,NA,2018-02-01
2018,2,Santa Cruz,2353,514,NA,NA,2018-02-01
2018,2,Isthmus,316,0,NA,NA,2018-02-01
2018,2,Santa Rosa,60,5,NA,NA,2018-02-01
2018,3,Anacapa,589,14,NA,NA,2018-03-01
2018,3,Santa Barbara,17,0,NA,NA,2018-03-01
2018,3,San Miguel,20,1,NA,NA,2018-03-01
2018,3,Santa Cruz,4119,1105,NA,NA,2018-03-01
2018,3,Isthmus,493,44,NA,NA,2018-03-01
2018,3,Santa Rosa,353,51,NA,NA,2018-03-01
2018,4,Anacapa,662,6,NA,NA,2018-04-01
2018,4,Santa Barbara,14,0,NA,NA,2018-04-01
2018,4,San Miguel,13,0,NA,NA,2018-04-01
2018,4,Santa Cruz,4387,1485,NA,NA,2018-04-01
2018,4,Isthmus,659,2,NA,NA,2018-04-01
2018,4,Santa Rosa,6682,181,NA,NA,2018-04-01
2018,5,Anacapa,1238,52,NA,NA,2018-05-01
2018,5,Santa Barbara,0,0,NA,NA,2018-05-01
2018,5,San Miguel,28,10,NA,NA,2018-05-01
2018,5,Santa Cruz,6830,1629,NA,NA,2018-05-01
2018,5,Isthmus,913,0,NA,NA,2018-05-01
2018,5,Santa Rosa,451,288,NA,NA,2018-05-01
2018,6,Anacapa,863,38,NA,NA,2018-06-01
2018,6,Santa Barbara,27,0,NA,NA,2018-06-01
2018,6,San Miguel,57,9,NA,NA,2018-06-01
2018,6,Santa Cruz,8115,2091,NA,NA,2018-06-01
2018,6,Isthmus,1120,2,NA,NA,2018-06-01
2018,6,Santa Rosa,542,45,NA,NA,2018-06-01
2018,7,Anacapa,953,0,NA,NA,2018-07-01
2018,7,Santa Barbara,0,0,NA,NA,2018-07-01
2018,7,San Miguel,142,135,NA,NA,2018-07-01
2018,7,Santa Cruz,11498,2624,NA,NA,2018-07-01
2018,7,Isthmus,1063,0,NA,NA,2018-07-01
2018,7,Santa Rosa,763,542,NA,NA,2018-07-01
2018,8,Anacapa,802,0,NA,NA,2018-08-01
2018,8,Santa Barbara,0,0,NA,NA,2018-08-01
2018,8,San Miguel,77,65,NA,NA,2018-08-01
2018,8,Santa Cruz,9100,2896,NA,NA,2018-08-01
2018,8,Isthmus,891,0,NA,NA,2018-08-01
2018,8,Santa Rosa,567,416,NA,NA,2018-08-01
2018,9,Anacapa,741,29,NA,NA,2018-09-01
2018,9,Santa Barbara,0,0,NA,NA,2018-09-01
2018,9,San Miguel,120,92,NA,NA,2018-09-01
2018,9,Santa Cruz,6009,2307,NA,NA,2018-09-01
2018,9,Isthmus,786,1,NA,NA,2018-09-01
2018,9,Santa Rosa,536,408,NA,NA,2018-09-01
2018,10,Anacapa,429,10,NA,NA,2018-10-01
2018,10,Santa Barbara,34,0,NA,NA,2018-10-01
2018,10,San Miguel,134,50,NA,NA,2018-10-01
2018,10,Santa Cruz,4371,1422,NA,NA,2018-10-01
2018,10,Isthmus,876,2,NA,NA,2018-10-01
2018,10,Santa Rosa,818,361,NA,NA,2018-10-01
2018,11,Anacapa,217,4,NA,NA,2018-11-01
2018,11,Santa Barbara,4,0,NA,NA,2018-11-01
2018,11,San Miguel,12,0,NA,NA,2018-11-01
2018,11,Santa Cruz,3631,1878,NA,NA,2018-11-01
2018,11,Isthmus,752,0,NA,NA,2018-11-01
2018,11,Santa Rosa,403,78,NA,NA,2018-11-01
2018,12,Anacapa,122,0,NA,NA,2018-12-01
2018,12,Santa Barbara,4,0,NA,NA,2018-12-01
2018,12,San Miguel,6,0,NA,NA,2018-12-01
2018,12,Santa Cruz,2985,333,NA,NA,2018-12-01
2018,12,Isthmus,368,0,NA,NA,2018-12-01
2018,12,Santa Rosa,39,1,NA,NA,2018-12-01
2019,1,Anacapa,88,6,51,1559,2019-01-01
2019,1,Santa Barbara,0,0,27,152,2019-01-01
2019,1,San Miguel,0,0,20,0,2019-01-01
2019,1,Santa Cruz,1851,552,55,349,2019-01-01
2019,1,Isthmus,195,118,NA,NA,2019-01-01
2019,1,Santa Rosa,40,15,46,125,2019-01-01
2019,2,Anacapa,150,34,5,3762,2019-02-01
2019,2,Santa Barbara,0,0,21,612,2019-02-01
2019,2,San Miguel,9,0,18,0,2019-02-01
2019,2,Santa Cruz,1840,587,27,807,2019-02-01
2019,2,Isthmus,338,86,NA,NA,2019-02-01
2019,2,Santa Rosa,29,15,41,414,2019-02-01
2019,3,Anacapa,329,38,6,4185,2019-03-01
2019,3,Santa Barbara,7,0,129,993,2019-03-01
2019,3,San Miguel,24,0,40,60,2019-03-01
2019,3,Santa Cruz,5171,1858,107,968,2019-03-01
2019,3,Isthmus,1108,227,NA,NA,2019-03-01
2019,3,Santa Rosa,447,147,71,339,2019-03-01
2019,4,Anacapa,589,113,29,5727,2019-04-01
2019,4,Santa Barbara,8,0,146,999,2019-04-01
2019,4,San Miguel,11,8,28,150,2019-04-01
2019,4,Santa Cruz,6863,2106,191,1220,2019-04-01
2019,4,Isthmus,1071,220,NA,NA,2019-04-01
2019,4,Santa Rosa,494,277,82,587,2019-04-01
2019,5,Anacapa,790,62,17,6513,2019-05-01
2019,5,Santa Barbara,16,0,203,1712,2019-05-01
2019,5,San Miguel,20,2,66,120,2019-05-01
2019,5,Santa Cruz,7626,1594,398,644,2019-05-01
2019,5,Isthmus,1047,0,NA,NA,2019-05-01
2019,5,Santa Rosa,436,304,100,822,2019-05-01
2019,6,Anacapa,952,152,140,7223,2019-06-01
2019,6,Santa Barbara,31,0,200,2219,2019-06-01
2019,6,San Miguel,22,5,52,210,2019-06-01
2019,6,Santa Cruz,8708,1717,428,846,2019-06-01
2019,6,Isthmus,1095,221,NA,NA,2019-06-01
2019,6,Santa Rosa,836,389,143,774,2019-06-01
2019,7,Anacapa,1059,214,68,1421,2019-07-01
2019,7,Santa Barbara,32,0,325,2565,2019-07-01
2019,7,San Miguel,73,201,160,459,2019-07-01
2019,7,Santa Cruz,10547,1950,646,1163,2019-07-01
2019,7,Isthmus,1232,306,NA,NA,2019-07-01
2019,7,Santa Rosa,647,348,260,1112,2019-07-01
2019,8,Anacapa,904,234,330,9660,2019-08-01
2019,8,Santa Barbara,0,0,424,2922,2019-08-01
2019,8,San Miguel,166,251,172,593,2019-08-01
2019,8,Santa Cruz,9478,1907,709,1200,2019-08-01
2019,8,Isthmus,1109,287,NA,NA,2019-08-01
2019,8,Santa Rosa,1215,657,226,1191,2019-08-01
2019,9,Anacapa,386,123,344,7415,2019-09-01
2019,9,Santa Barbara,0,0,478,2808,2019-09-01
2019,9,San Miguel,66,146,204,1101,2019-09-01
2019,9,Santa Cruz,6244,1413,698,809,2019-09-01
2019,9,Isthmus,850,187,NA,NA,2019-09-01
2019,9,Santa Rosa,464,683,211,1008,2019-09-01
2019,10,Anacapa,195,6,164,7844,2019-10-01
2019,10,Santa Barbara,0,0,346,3452,2019-10-01
2019,10,San Miguel,189,114,131,1870,2019-10-01
2019,10,Santa Cruz,6126,1199,384,626,2019-10-01
2019,10,Isthmus,941,0,NA,NA,2019-10-01
2019,10,Santa Rosa,447,0,137,1680,2019-10-01
2019,11,Anacapa,120,4,158,5792,2019-11-01
2019,11,Santa Barbara,0,0,100,1283,2019-11-01
2019,11,San Miguel,51,33,74,398,2019-11-01
2019,11,Santa Cruz,147,0,88,1364,2019-11-01
2019,11,Isthmus,2229,220,NA,NA,2019-11-01
2019,11,Santa Rosa,615,586,101,875,2019-11-01
2019,12,Anacapa,188,0,88,1470,2019-12-01
2019,12,Santa Barbara,0,0,17,1992,2019-12-01
2019,12,San Miguel,7,0,14,534,2019-12-01
2019,12,Santa Cruz,1669,470,35,2442,2019-12-01
2019,12,Isthmus,583,142,NA,NA,2019-12-01
2019,12,Santa Rosa,33,24,38,446,2019-12-01
2020,1,Anacapa,105,2,51,1416,2020-01-01
2020,1,Santa Barbara,9,0,27,230,2020-01-01
2020,1,San Miguel,10,0,20,105,2020-01-01
2020,1,Santa Cruz,815,116,55,70,2020-01-01
2020,1,Isthmus,1542,0,NA,NA,2020-01-01
2020,1,Santa Rosa,137,52,46,135,2020-01-01
2020,2,Anacapa,477,0,5,160,2020-02-01
2020,2,Santa Barbara,4,0,21,134,2020-02-01
2020,2,San Miguel,0,0,18,22,2020-02-01
2020,2,Santa Cruz,0,0,27,338,2020-02-01
2020,2,Isthmus,2488,0,NA,NA,2020-02-01
2020,2,Santa Rosa,332,87,41,74,2020-02-01
2020,3,Anacapa,207,0,6,2016,2020-03-01
2020,3,Santa Barbara,4,0,129,977,2020-03-01
2020,3,San Miguel,2,0,40,75,2020-03-01
2020,3,Santa Cruz,0,0,107,498,2020-03-01
2020,3,Isthmus,1150,0,NA,NA,2020-03-01
2020,3,Santa Rosa,192,119,71,508,2020-03-01
2020,4,Anacapa,0,0,29,126,2020-04-01
2020,4,Santa Barbara,0,0,146,36,2020-04-01
2020,4,San Miguel,7,0,28,23,2020-04-01
2020,4,Santa Cruz,0,0,191,90,2020-04-01
2020,4,Isthmus,0,0,NA,NA,2020-04-01
2020,4,Santa Rosa,6,0,82,77,2020-04-01
2020,5,Anacapa,0,0,17,750,2020-05-01
2020,5,Santa Barbara,0,0,203,77,2020-05-01
2020,5,San Miguel,0,0,66,25,2020-05-01
2020,5,Santa Cruz,0,0,398,45,2020-05-01
2020,5,Isthmus,57,0,NA,NA,2020-05-01
2020,5,Santa Rosa,20,0,100,1541,2020-05-01
2020,6,Anacapa,326,150,140,6255,2020-06-01
2020,6,Santa Barbara,25,0,200,2502,2020-06-01
2020,6,San Miguel,20,0,52,50,2020-06-01
2020,6,Santa Cruz,0,0,428,570,2020-06-01
2020,6,Isthmus,2348,173,NA,NA,2020-06-01
2020,6,Santa Rosa,471,677,143,635,2020-06-01
2020,7,Anacapa,598,228,68,4734,2020-07-01
2020,7,Santa Barbara,23,0,325,2264,2020-07-01
2020,7,San Miguel,286,246,160,254,2020-07-01
2020,7,Santa Cruz,0,0,646,1004,2020-07-01
2020,7,Isthmus,3165,178,NA,NA,2020-07-01
2020,7,Santa Rosa,1366,860,260,527,2020-07-01
2020,8,Anacapa,860,310,330,4920,2020-08-01
2020,8,Santa Barbara,12,0,424,3204,2020-08-01
2020,8,San Miguel,343,316,172,641,2020-08-01
2020,8,Santa Cruz,0,0,709,1332,2020-08-01
2020,8,Isthmus,3309,160,NA,NA,2020-08-01
2020,8,Santa Rosa,1707,969,226,881,2020-08-01
2020,9,Anacapa,573,164,344,5069,2020-09-01
2020,9,Santa Barbara,39,0,478,3382,2020-09-01
2020,9,San Miguel,281,203,204,207,2020-09-01
2020,9,Santa Cruz,0,0,698,1170,2020-09-01
2020,9,Isthmus,2581,134,NA,NA,2020-09-01
2020,9,Santa Rosa,1914,864,211,1965,2020-09-01
2020,10,Anacapa,501,352,164,7397,2020-10-01
2020,10,Santa Barbara,22,0,346,3066,2020-10-01
2020,10,San Miguel,297,145,131,2893,2020-10-01
2020,10,Santa Cruz,0,0,384,1026,2020-10-01
2020,10,Isthmus,3159,218,NA,NA,2020-10-01
2020,10,Santa Rosa,1754,712,137,2264,2020-10-01
2020,11,Anacapa,360,180,158,4862,2020-11-01
2020,11,Santa Barbara,7,0,100,3259,2020-11-01
2020,11,San Miguel,33,26,74,135,2020-11-01
2020,11,Santa Cruz,0,0,88,978,2020-11-01
2020,11,Isthmus,1984,99,NA,NA,2020-11-01
2020,11,Santa Rosa,621,430,101,776,2020-11-01
2020,12,Anacapa,86,0,88,581,2020-12-01
2020,12,Santa Barbara,0,0,17,1095,2020-12-01
2020,12,San Miguel,2,0,14,23,2020-12-01
2020,12,Santa Cruz,0,0,35,303,2020-12-01
2020,12,Isthmus,796,0,NA,NA,2020-12-01
2020,12,Santa Rosa,0,0,38,126,2020-12-01
2021,1,Anacapa,5,0,51,1317,2021-01-01
2021,1,Santa Barbara,0,0,27,0,2021-01-01
2021,1,San Miguel,0,0,20,14,2021-01-01
2021,1,Santa Cruz,0,0,55,18,2021-01-01
2021,1,Isthmus,131,8,NA,NA,2021-01-01
2021,1,Santa Rosa,0,0,46,200,2021-01-01
2021,2,Anacapa,12,0,5,1960,2021-02-01
2021,2,Santa Barbara,1,0,21,342,2021-02-01
2021,2,San Miguel,5,0,18,156,2021-02-01
2021,2,Santa Cruz,1017,101,27,7578,2021-02-01
2021,2,Isthmus,514,129,NA,NA,2021-02-01
2021,2,Santa Rosa,41,24,41,240,2021-02-01
2021,3,Anacapa,159,20,6,3116,2021-03-01
2021,3,Santa Barbara,6,0,129,987,2021-03-01
2021,3,San Miguel,12,0,40,87,2021-03-01
2021,3,Santa Cruz,2424,885,107,716,2021-03-01
2021,3,Isthmus,273,127,NA,NA,2021-03-01
2021,3,Santa Rosa,366,104,71,356,2021-03-01
2021,4,Anacapa,524,0,29,2992,2021-04-01
2021,4,Santa Barbara,4,0,146,585,2021-04-01
2021,4,San Miguel,6,2,28,104,2021-04-01
2021,4,Santa Cruz,5001,1457,191,379,2021-04-01
2021,4,Isthmus,814,106,NA,NA,2021-04-01
2021,4,Santa Rosa,511,267,82,495,2021-04-01
2021,5,Anacapa,50,4,17,3632,2021-05-01
2021,5,Santa Barbara,3,0,203,909,2021-05-01
2021,5,San Miguel,16,6,66,200,2021-05-01
2021,5,Santa Cruz,6476,2025,398,1256,2021-05-01
2021,5,Isthmus,734,157,NA,NA,2021-05-01
2021,5,Santa Rosa,866,499,100,1740,2021-05-01
2021,6,Anacapa,191,22,140,11196,2021-06-01
2021,6,Santa Barbara,17,0,200,2378,2021-06-01
2021,6,San Miguel,15,6,52,210,2021-06-01
2021,6,Santa Cruz,7405,1941,428,515,2021-06-01
