park,year,month,statistic,value,stat1,stat2,stat_desc
CHIS,1995,12,BC,2,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1995,12,MISC,1067,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1995,12,NROS,2246,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1995,12,TOS,3315,Total Stays,total_stays,Total Overnight Stays
CHIS,1995,12,TNRVH,34776,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,1,TRV,30975,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,1,TNRV,2182,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,1,TV,33157,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,1,TRVH,403950,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,1,TH,456318,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,1,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,1,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,1,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,1,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,1,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,1,BC,17,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,1,MISC,2885,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,1,NROS,3920,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,1,TOS,6822,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,1,TNRVH,52368,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,2,TRV,33763,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,2,TNRV,2248,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,2,TV,36011,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,2,TRVH,388859,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,2,TH,442811,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,2,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,2,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,2,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,2,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,2,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,2,BC,90,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,2,MISC,2237,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,2,NROS,4023,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,2,TOS,6350,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,2,TNRVH,53952,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,3,TRV,44735,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,3,TNRV,2646,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,3,TV,47381,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,3,TRVH,424779,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,3,TH,488283,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,3,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,3,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,3,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,3,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,3,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,3,BC,213,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,3,MISC,3353,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,3,NROS,3726,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,3,TOS,7292,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,3,TNRVH,63504,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,4,TRV,29569,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,4,TNRV,2428,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,4,TV,31997,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,4,TRVH,256955,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,4,TH,315227,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,4,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,4,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,4,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,4,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,4,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,4,BC,385,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,4,MISC,2642,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,4,NROS,2781,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,4,TOS,5808,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,4,TNRVH,58272,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,5,TRV,49880,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,5,TNRV,2350,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,5,TV,52230,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,5,TRVH,762229,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,5,TH,818629,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,5,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,5,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,5,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,5,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,5,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,5,BC,591,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,5,MISC,6714,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,5,NROS,3245,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,5,TOS,10550,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,5,TNRVH,56400,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,6,TRV,58675,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,6,TNRV,2482,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,6,TV,61157,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,6,TRVH,753596,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,6,TH,813164,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,6,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,6,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,6,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,6,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,6,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,6,BC,530,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,6,MISC,7317,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,6,NROS,3303,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,6,TOS,11150,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,6,TNRVH,59568,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,7,TRV,58793,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,7,TNRV,2614,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,7,TV,61407,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,7,TRVH,673728,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,7,TH,736464,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,7,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,7,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,7,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,7,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,7,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,7,BC,1005,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,7,MISC,14648,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,7,NROS,3600,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,7,TOS,19253,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,7,TNRVH,62736,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,8,TRV,59818,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,8,TNRV,2349,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,8,TV,62167,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,8,TRVH,714068,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,8,TH,770444,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,8,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,8,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,8,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,8,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,8,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,8,BC,1334,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,8,MISC,14697,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,8,NROS,3362,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,8,TOS,19393,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,8,TNRVH,56376,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,9,TRV,44349,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,9,TNRV,3410,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,9,TV,47759,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,9,TRVH,561572,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,9,TH,643412,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,9,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,9,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,9,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,9,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,9,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,9,BC,552,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,9,MISC,14711,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,9,NROS,5045,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,9,TOS,20308,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,9,TNRVH,81840,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,10,TRV,29946,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,10,TNRV,2803,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,10,TV,32749,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,10,TRVH,305738,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,10,TH,373010,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,10,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,10,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,10,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,10,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,10,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,10,BC,1008,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,10,MISC,5931,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,10,NROS,3551,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,10,TOS,10490,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,10,TNRVH,67272,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,11,TRV,32510,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,11,TNRV,5513,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,11,TV,38023,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,11,TRVH,351115,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,11,TH,483427,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,11,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,11,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,11,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,11,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,11,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,11,BC,440,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,11,MISC,10427,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,11,NROS,13032,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,11,TOS,23899,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,11,TNRVH,132312,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1996,12,TRV,17702,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1996,12,TNRV,1598,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1996,12,TV,19300,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1996,12,TRVH,53592,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1996,12,TH,91944,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1996,12,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1996,12,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1996,12,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1996,12,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1996,12,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1996,12,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1996,12,MISC,0,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1996,12,NROS,2835,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1996,12,TOS,2835,Total Stays,total_stays,Total Overnight Stays
CHIS,1996,12,TNRVH,38352,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1997,1,TRV,50357,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1997,1,TNRV,1685,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1997,1,TV,52042,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1997,1,TRVH,714110,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1997,1,TH,754550,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1997,1,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1997,1,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1997,1,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1997,1,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1997,1,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1997,1,BC,181,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1997,1,MISC,1917,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1997,1,NROS,3591,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1997,1,TOS,5689,Total Stays,total_stays,Total Overnight Stays
CHIS,1997,1,TNRVH,40440,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1997,2,TRV,34209,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1997,2,TNRV,1674,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1997,2,TV,35883,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1997,2,TRVH,287568,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1997,2,TH,327744,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1997,2,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1997,2,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1997,2,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1997,2,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1997,2,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1997,2,BC,185,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1997,2,MISC,2592,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1997,2,NROS,2714,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1997,2,TOS,5491,Total Stays,total_stays,Total Overnight Stays
CHIS,1997,2,TNRVH,40176,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1997,3,TRV,42654,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1997,3,TNRV,2255,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1997,3,TV,44909,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1997,3,TRVH,477670,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1997,3,TH,531790,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1997,3,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1997,3,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1997,3,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1997,3,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1997,3,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1997,3,BC,762,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1997,3,MISC,2943,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1997,3,NROS,4734,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1997,3,TOS,8439,Total Stays,total_stays,Total Overnight Stays
CHIS,1997,3,TNRVH,54120,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1997,4,TRV,38662,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1997,4,TNRV,2189,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1997,4,TV,40851,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1997,4,TRVH,337547,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1997,4,TH,390083,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1997,4,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1997,4,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1997,4,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1997,4,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1997,4,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1997,4,BC,577,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1997,4,MISC,5252,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1997,4,NROS,3321,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1997,4,TOS,9150,Total Stays,total_stays,Total Overnight Stays
CHIS,1997,4,TNRVH,52536,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1997,5,TRV,44930,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1997,5,TNRV,2192,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1997,5,TV,47122,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1997,5,TRVH,469821,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1997,5,TH,522429,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1997,5,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1997,5,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1997,5,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1997,5,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1997,5,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1997,5,BC,1064,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1997,5,MISC,7965,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1997,5,NROS,1530,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1997,5,TOS,10559,Total Stays,total_stays,Total Overnight Stays
CHIS,1997,5,TNRVH,52608,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1997,6,TRV,43013,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1997,6,TNRV,2144,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1997,6,TV,45157,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1997,6,TRVH,375244,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1997,6,TH,426700,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1997,6,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1997,6,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1997,6,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1997,6,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1997,6,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1997,6,BC,859,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1997,6,MISC,5958,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1997,6,NROS,1422,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1997,6,TOS,8239,Total Stays,total_stays,Total Overnight Stays
CHIS,1997,6,TNRVH,51456,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1997,7,TRV,55698,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1997,7,TNRV,9516,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1997,7,TV,65214,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1997,7,TRVH,612933,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1997,7,TH,841317,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1997,7,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1997,7,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1997,7,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1997,7,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1997,7,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1997,7,BC,1372,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1997,7,MISC,19053,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1997,7,NROS,3150,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1997,7,TOS,23575,Total Stays,total_stays,Total Overnight Stays
CHIS,1997,7,TNRVH,228384,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1997,8,TRV,61455,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1997,8,TNRV,3469,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1997,8,TV,64924,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1997,8,TRVH,677585,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1997,8,TH,760841,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1997,8,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1997,8,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1997,8,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1997,8,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1997,8,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1997,8,BC,1804,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1997,8,MISC,24008,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1997,8,NROS,2475,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
