park,year,month,statistic,value,stat1,stat2,stat_desc
CHIS,2002,9,TV,55874,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2002,9,TRVH,640658,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2002,9,TH,676514,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2002,9,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2002,9,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2002,9,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2002,9,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2002,9,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2002,9,BC,2112,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2002,9,MISC,15345,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2002,9,NROS,1656,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2002,9,TOS,19113,Total Stays,total_stays,Total Overnight Stays
CHIS,2002,9,TNRVH,35856,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2002,10,TRV,37715,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2002,10,TNRV,1239,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2002,10,TV,38954,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2002,10,TRVH,456551,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2002,10,TH,486287,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2002,10,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2002,10,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2002,10,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2002,10,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2002,10,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2002,10,BC,963,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2002,10,MISC,5157,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2002,10,NROS,1544,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2002,10,TOS,7664,Total Stays,total_stays,Total Overnight Stays
CHIS,2002,10,TNRVH,29736,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2002,11,TRV,32613,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2002,11,TNRV,1415,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2002,11,TV,34028,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2002,11,TRVH,278280,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2002,11,TH,312240,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2002,11,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2002,11,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2002,11,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2002,11,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2002,11,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2002,11,BC,224,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2002,11,MISC,1499,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2002,11,NROS,1103,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2002,11,TOS,2826,Total Stays,total_stays,Total Overnight Stays
CHIS,2002,11,TNRVH,33960,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2002,12,TRV,31055,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2002,12,TNRV,83,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2002,12,TV,31138,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2002,12,TRVH,161489,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2002,12,TH,163481,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2002,12,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2002,12,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2002,12,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2002,12,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2002,12,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2002,12,BC,119,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2002,12,MISC,617,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2002,12,NROS,99,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2002,12,TOS,835,Total Stays,total_stays,Total Overnight Stays
CHIS,2002,12,TNRVH,1992,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,1,TRV,2732,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,1,TNRV,200,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,1,TV,2932,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,1,TRVH,16392,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,1,TH,17592,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,1,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,1,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,1,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,1,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,1,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,1,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,1,MISC,65,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,1,NROS,192,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,1,TOS,257,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,1,TNRVH,1200,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,2,TRV,3121,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,2,TNRV,66,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,2,TV,3187,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,2,TRVH,21246,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,2,TH,25674,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,2,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,2,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,2,TT,6,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,2,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,2,TTRV,6,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,2,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,2,MISC,101,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,2,NROS,168,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,2,TOS,275,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,2,TNRVH,4428,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,3,TRV,4774,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,3,TNRV,701,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,3,TV,5475,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,3,TRVH,10882,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,3,TH,20180,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,3,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,3,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,3,TT,109,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,3,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,3,TTRV,109,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,3,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,3,MISC,232,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,3,NROS,163,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,3,TOS,504,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,3,TNRVH,9298,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,4,TRV,5157,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,4,TNRV,1366,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,4,TV,6523,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,4,TRVH,10882,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,4,TH,20180,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,4,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,4,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,4,TT,238,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,4,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,4,TTRV,238,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,4,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,4,MISC,341,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,4,NROS,481,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,4,TOS,1060,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,4,TNRVH,9298,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,5,TRV,5805,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,5,TNRV,1236,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,5,TV,7041,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,5,TRVH,51264,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,5,TH,67914,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,5,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,5,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,5,TT,180,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,5,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,5,TTRV,180,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,5,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,5,MISC,733,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,5,NROS,513,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,5,TOS,1426,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,5,TNRVH,16650,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,6,TRV,6060,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,6,TNRV,1810,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,6,TV,7870,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,6,TRVH,52128,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,6,TH,75192,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,6,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,6,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,6,TT,219,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,6,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,6,TTRV,219,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,6,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,6,MISC,657,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,6,NROS,678,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,6,TOS,1554,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,6,TNRVH,23064,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,7,TRV,12639,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,7,TNRV,2627,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,7,TV,15266,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,7,TRVH,110520,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,7,TH,134562,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,7,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,7,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,7,TT,500,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,7,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,7,TTRV,500,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,7,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,7,MISC,1427,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,7,NROS,460,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,7,TOS,2387,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,7,TNRVH,24042,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,8,TRV,15717,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,8,TNRV,3574,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,8,TV,19291,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,8,TRVH,134604,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,8,TH,179196,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,8,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,8,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,8,TT,448,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,8,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,8,TTRV,448,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,8,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,8,MISC,1791,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,8,NROS,1286,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,8,TOS,3525,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,8,TNRVH,44592,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,9,TRV,12187,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,9,TNRV,3013,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,9,TV,15200,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,9,TRVH,105342,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,9,TH,142068,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,9,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,9,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,9,TT,161,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,9,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,9,TTRV,161,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,9,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,9,MISC,1629,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,9,NROS,1036,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,9,TOS,2826,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,9,TNRVH,36726,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,10,TRV,6352,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,10,TNRV,2966,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,10,TV,9318,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,10,TRVH,48786,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,10,TH,87210,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,10,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,10,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,10,TT,16,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,10,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,10,TTRV,16,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,10,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,10,MISC,577,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,10,NROS,1146,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,10,TOS,1739,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,10,TNRVH,38424,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,11,TRV,4087,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,11,TNRV,1183,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,11,TV,5270,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,11,TRVH,32676,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,11,TH,53382,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,11,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,11,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,11,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,11,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,11,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,11,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,11,MISC,453,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,11,NROS,756,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,11,TOS,1209,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,11,TNRVH,20706,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1979,12,TRV,4306,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1979,12,TNRV,1832,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1979,12,TV,6138,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1979,12,TRVH,32640,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1979,12,TH,55890,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1979,12,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1979,12,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1979,12,TT,61,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1979,12,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1979,12,TTRV,61,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1979,12,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1979,12,MISC,287,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1979,12,NROS,681,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1979,12,TOS,1029,Total Stays,total_stays,Total Overnight Stays
CHIS,1979,12,TNRVH,23250,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1980,1,TRV,4418,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1980,1,TNRV,1725,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1980,1,TV,6143,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1980,1,TRVH,26508,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1980,1,TH,67908,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1980,1,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1980,1,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1980,1,TT,14,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1980,1,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1980,1,TTRV,14,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1980,1,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1980,1,MISC,231,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1980,1,NROS,537,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1980,1,TOS,782,Total Stays,total_stays,Total Overnight Stays
CHIS,1980,1,TNRVH,41400,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1980,2,TRV,2918,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1980,2,TNRV,1738,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1980,2,TV,4656,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1980,2,TRVH,20298,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1980,2,TH,39366,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1980,2,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1980,2,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1980,2,TT,7,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1980,2,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1980,2,TTRV,7,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1980,2,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1980,2,MISC,98,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1980,2,NROS,490,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1980,2,TOS,595,Total Stays,total_stays,Total Overnight Stays
CHIS,1980,2,TNRVH,19068,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1980,3,TRV,8054,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1980,3,TNRV,2365,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1980,3,TV,10419,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1980,3,TRVH,57558,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1980,3,TH,90504,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1980,3,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1980,3,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1980,3,TT,10,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1980,3,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1980,3,TTRV,10,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1980,3,BC,0,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1980,3,MISC,477,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1980,3,NROS,1042,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1980,3,TOS,1529,Total Stays,total_stays,Total Overnight Stays
CHIS,1980,3,TNRVH,32946,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1980,4,TRV,8097,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1980,4,TNRV,2363,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
